"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"1350","nike women's w victori one slide gymnastics shoe","love them","christina marsh","theyre great  when you first put them on they have to be broken in theyre a little tight but then they are perfect after a day or   i only buy nike slides they are the most comfortable and the check is always a w ",2022-09-04,3,"verified purchase"
"1351","nike kawa slide se (td), unisex-children and youth sneakers","great for wide feet","joseph bradford","we have trouble finding shoes wide enough for our son because of his wide feet  these work plus they stay on really well",2023-10-09,4,"verified purchase"
"1352","nike kawa slide se (td), unisex-children and youth sneakers","youre gonna need a bigger size","april","i ordered a bigger size because i know nikes typically run a little smaller but omg my son normally wears a  with plenty of room and the  in these was super small the color in the picture is also different from what was shipped",2023-03-02,5,"verified purchase"
"1353","nike kawa slide se (td), unisex-children and youth sneakers","disappointed","late","item arrived with a white generic box i believe the brand provide original box with label not like this im suppose to give this as a gift so a good and presentable packaging matters",2024-01-30,4,"verified purchase"
"1354","nike kawa slide se (td), unisex-children and youth sneakers","estn hermosas teo conpre un size muy pequeo nole quedaron ami beb","late","estn hermosas pero estn muy pequeas",2023-09-29,2,"verified purchase"
"1355","nike kawa slide se (td), unisex-children and youth sneakers","cute and comfy","maria sanchez","my grandson loves these nike sandals  these are the  rd pair i have bought for him as his feet are growing they are durable and comfortable they are easy for him to put on",2023-05-31,2,"verified purchase"
"1356","nike kawa slide se (td), unisex-children and youth sneakers","nice sandal steep price","julie petrash","the quality is fine the sizes run a bit small if bought again i would purchase a size larger and for what it is price seems a bit steep obviously paying for the brand more than anything else",2023-05-21,5,"verified purchase"
"1357","nike kawa slide se (td), unisex-children and youth sneakers","advertised color isnt correct","will","the picture shows a purpleish colored sandal but the actual product is blue",2023-02-15,5,"verified purchase"
"1358","nike kawa slide se (td), unisex-children and youth sneakers","favorite","renie","my  year old loves these easy to slip on and off",2023-07-08,3,"verified purchase"
"1359","nike kawa slide se (td), unisex-children and youth sneakers","order a size or  up","hayley","i absolutely love these with toddler nike shoes i always order a size or  up they run so small compared to other brands my  year old son is usually a size t or t when half sizes are offered but i purchased these in a t and they fit perfect with some growing room comfortable love the thickness to the strap doesnt dig in to his heel totally recommend",2022-05-27,4,"verified purchase"
"1360","nike kawa slide se (td), unisex-children and youth sneakers","great","katherine","bought this for my  year old and its perfect holds her little feet great plus its cute",2023-05-01,5,"verified purchase"
"1361","nike kawa slide se (td), unisex-children and youth sneakers","fantastic ","megan shultz","my son loves these  they feel super comfortable i was concerned that they would be falling off all the time and that he would be running  falling bc of the way that they go on wthe strap nope not at all no issues what so ever ill be buying these again when needed worth the money my son wears these every day to play outside go for walks running in parks and so onthey still look completely new ill be passing these down to his younger brother once foot sizes change thanks for the awesome product",2021-05-20,4,"verified purchase"
"1362","nike kawa slide se (td), unisex-children and youth sneakers","nd pair","catherine h","my son was given a pair for christmas right before his second birthday purchaser bought them slightly big so he could grow into them he has worn them for a year and a half he finally outgrew them this summer so i bought another pair so easy to slide on and they dont slip off easily either material has held up well my toddler is a nonstop kinda kid perfect for wet or dry weather conditions easy to wash off dirt or mud plus they look cool ",2021-08-17,5,"verified purchase"
"1363","nike kawa slide se (td), unisex-children and youth sneakers","super cute but runs very small","chris collins","super cute sandal for my  year old that doesnt like the feel of a thong between his toes  my only complaint is the sizes are way off  we had to buy a size  and he is a size  in every other shoe",2021-06-15,5,"verified purchase"
"1364","nike kawa slide se (td), unisex-children and youth sneakers","runs  sizes small","maria","my son normally wears a t shoe i ordered the t and it was still snug i cant decide whether to return or order another size up the heel strap really digs into my sons ankles",2022-07-24,4,"verified purchase"
"1365","nike kawa slide se (td), unisex-children and youth sneakers","love them","susana suarez","gi perfectly for may two year toddler",2023-01-21,3,"verified purchase"
"1366","nike kawa slide se (td), unisex-children and youth sneakers","baby slides","susana suarez","my son actually loves wearing these i see the description is for a girl but they are gender neutral great first sandal",2022-07-14,5,"verified purchase"
"1367","nike kawa slide se (td), unisex-children and youth sneakers","good shoes","amazon customer","lovvvvveeed them i got the black and white ones for my son fits perfect but suggest to get a size up to last longer i got a  and my son was growing so hes an  now still fit but can use bigger size",2021-07-19,5,"verified purchase"
"1368","nike kawa slide se (td), unisex-children and youth sneakers","they run small","bobbie moreno","very cute  good product  runs small  at least one size smaller",2022-09-05,5,"verified purchase"
"1369","nike kawa slide se (td), unisex-children and youth sneakers","super cute and soft so comfortable","jessi incatasciato","i liked everything they stayed on an active  year old and that is great",2022-08-17,5,"verified purchase"
"1370","nike kawa slide se (td), unisex-children and youth sneakers","nike kawa slide baby shoe","amazon customer","i returned this article onth of mach when can i expect a refund",2021-05-04,5,"verified purchase"
"1371","nike kawa slide se (td), unisex-children and youth sneakers","ok sorta","leelee","it is not true to size for me cause my sone wears c n i bought c which was exact in his feet so he wont get much wear but other than that the product on this",2019-11-23,4,"verified purchase"
"1372","nike kawa slide se (td), unisex-children and youth sneakers","size up","pebbz","like all the others reviews they said it runs small well i didnt listen got my sons regular size and  they were too small other than that they seem comfortable and well put together",2021-09-08,4,"verified purchase"
"1373","nike kawa slide se (td), unisex-children and youth sneakers","pedir talla ms grande","ana velsquez","pedir  o  tallas ms grande suelen venir pequeas en mi casoped  tallas para que nole quedarn tan ajustadas a mi beb",2021-07-09,3,"verified purchase"
"1374","nike kawa slide se (td), unisex-children and youth sneakers","great","angel jordan","nice",2022-09-22,5,"verified purchase"
"1375","nike kawa slide se (td), unisex-children and youth sneakers","buy a size up","kindle customer","great sandal for toddlers very light weight but sizes run a bit small",2020-06-24,5,"verified purchase"
"1376","nike kawa slide se (td), unisex-children and youth sneakers","order one size up","ss","they are so cute  the fit is a little small  so it is best to order one size bigger for the child to grow into",2021-03-09,4,"verified purchase"
"1377","nike kawa slide se (td), unisex-children and youth sneakers","sehr s aber sehr sehr klein","littleli","mindestens eine eher noch zwei nummern grer bestellen sehr klein und schmal geschnitten",2021-06-15,5,"verified purchase"
"1378","nike kawa slide se (td), unisex-children and youth sneakers","very small","ashleigh marie","fit very small would not fit my baby she wears a  and these are ",2023-10-03,3,"verified purchase"
"1379","nike kawa slide se (td), unisex-children and youth sneakers","too small","starreview","i love these sandals they are not true to size i suggest ordering  sizes larger ill have to try to sell these and order new so i dont have to mess with a return",2020-03-07,1,"verified purchase"
"1380","nike kawa slide se (td), unisex-children and youth sneakers","runs small","kindle customer","nice looking shoe great quality runs really small on the strap over toes",2021-06-01,3,"verified purchase"
"1381","nike kawa slide se (td), unisex-children and youth sneakers","runs small","rick","runs small",2021-08-22,4,"verified purchase"
"1382","nike kawa slide se (td), unisex-children and youth sneakers","schn aber gren sind nicht genau","alex","lieber einer nummer gre bestellen ",2021-06-28,3,"verified purchase"
"1383","nike kawa slide se (td), unisex-children and youth sneakers","arrived damaged","lizz","poor quality packaging and the product arrived damaged it was also smaller than i expected and expensive i dont think its worth the price",2023-06-08,5,"verified purchase"
"1384","nike kawa slide se (td), unisex-children and youth sneakers","get two sizes up from regular size","lizz","the sizing for this product is way off looks like a good quality slipper though i returned the purchase",2022-02-27,1,"verified purchase"
"1385","nike kawa slide se (td), unisex-children and youth sneakers","size was too small","princess","my nephew got  different shoes and all the same size but these did not fit at all but the  other shoes the same size fit correctly i had to return and get  sizes bigger to fit his feet",2022-06-12,1,"verified purchase"
"1386","nike kawa slide se (td), unisex-children and youth sneakers","wrong sizes","cindy","i order twice the same item and the sizes too small very difficult to return the item you should specify the size by inches",2021-04-17,2,"verified purchase"
"1387","nike kawa slide se (td), unisex-children and youth sneakers","retoure kostenpflichtig","david alvarenga","die ware hat nicht gepasst fallen sehr klein aus und die retoure muss man selber bezahlen gut berlegen bevor ihr bestellt",2021-06-07,1,"verified purchase"
"1388","nike kawa slide se (td), unisex-children and youth sneakers","talla","ates","no es el tamao de la talla que indica",2023-02-22,2,"verified purchase"
"1389","nike kawa slide se (td), unisex-children and youth sneakers","fallen sehr klein aus","rossell guzman","fallen leider sehr klein aus mssen daher zurck",2022-03-05,1,"verified purchase"
"1390","nike kawa slide se (td), unisex-children and youth sneakers","runs small","amazon kunde","too small not true to size",2021-04-09,1,"verified purchase"
"1391","nike kawa slide se (td), unisex-children and youth sneakers","fake","daccm","item is definitely fake not a authentic nike shoe trying to return because of this issue and having a lot of push back hope im able to rectify will update",2021-05-17,4,"verified purchase"
"1392","nike kawa slide se (td), unisex-children and youth sneakers","size up alot","alicia chapman","runs extremely small  or  sizes way too small",2022-07-31,1,"verified purchase"
"1393","nike kawa slide se (td), unisex-children and youth sneakers","vraiment trop petit ne correspond du tous pas  la taille indique trs du ","falle","vraiment trop petit ne correspond du tous pas  la taille indique trs du ",2022-04-28,1,"verified purchase"
"1394","nike kawa slide se (td), unisex-children and youth sneakers","work  dirty","twhanika jackson","was not expecting a pair of shoes full of stains ",2022-05-07,1,"verified purchase"
"1395","nike kawa slide se (td), unisex-children and youth sneakers","get a size bigger","juan","you havw to get a size bigger",2021-05-07,1,"verified purchase"
"1396","nike kawa slide se (td), unisex-children and youth sneakers","quality wasnt good at all","dee","quality wasnt good",2021-08-22,1,"verified purchase"
"1397","nike kawa slide se (td), unisex-children and youth sneakers","tiny","bambi noble","tiny",2021-05-12,1,"verified purchase"
"1398","nike kawa slide se (td), unisex-children and youth sneakers"," small","cynthia rodriguez","to small",2021-03-16,1,"verified purchase"
"1399","nike kawa slide se (td), unisex-children and youth sneakers","used  not new","kait","clearly used ",2020-06-15,1,"verified purchase"
"1400","nike kawa slide se (td), unisex-children and youth sneakers",NA,NA,NA,NA,1,NA
"1401","nike everyday cushion crew training socks","ok","placeholder","average",2020-03-07,4,"verified purchase"
"1402","nike everyday cushion crew training socks","buena calidad","soledad jimnez hombrao","muy calentitos y completos ymuy buen precio me gustan mucho son para mi",2022-11-03,3,"verified purchase"
"1403","nike everyday cushion crew training socks","di buona qualit","cliente amazon","resistenti e di buona qualit",2024-01-26,5,"verified purchase"
"1404","nike everyday cushion crew training socks","good quality","anirudh s","good product",2019-10-31,5,"verified purchase"
"1405","nike everyday cushion crew training socks","mooie sokken","amazon customer","snel gekomen goed product maar ik weet niet zeker of het echt nike is",2021-03-25,5,"verified purchase"
"1406","nike everyday cushion crew training socks","too small","craig moodie","it doesnt specify the size so i assumed m they are s and much too small",2022-09-30,4,"verified purchase"
"1407","nike everyday cushion crew training socks","sono perfette","jane alam","sono morbidecomode e sono di un ottima qualit",2024-01-25,1,"verified purchase"
"1408","nike everyday cushion crew training socks",NA,"somo",NA,2024-02-21,5,"verified purchase"
"1409","nike everyday cushion crew training socks","boa qualidade","renan","boa qualidade original e timo custo benefcio",2023-08-03,5,"verified purchase"
"1410","nike everyday cushion crew training socks","passen wie angegossen","jrgen","ich habe bis jetzt immer stunden von nike gekauft sie passen immer ich habe bis jetzt noch nie schlechte qualitt bemerkt sie halten auch sehr lange wenn kleine steinchen in den schuhen sind gehen die socken auch nicht so schnell kaputt",2023-12-31,5,"verified purchase"
"1411","nike everyday cushion crew training socks","great product","valeria","the media could not be loaded                                                                                    these socks are amazing they are incredibly comfortable and provide just the right amount of cushioning the material is soft yet durable and they stay in place all day without slipping down",2024-02-11,4,"verified purchase"
"1412","nike everyday cushion crew training socks",NA,NA,NA,2023-12-01,5,"verified purchase"
"1413","nike everyday cushion crew training socks","bas nike","mlissa","bas nike trs contente de lachat trs rsistant et ma fille les portes toujours identique au magasin",2024-02-11,2,"verified purchase"
"1414","nike everyday cushion crew training socks",NA,"maru",NA,2024-02-04,5,"verified purchase"
"1415","nike everyday cushion crew training socks","not as expected","samsher ahmad","torn very early",2019-12-22,5,"verified purchase"
"1416","nike everyday cushion crew training socks","lovely socks","jade camp","comfortable",2021-04-03,1,"verified purchase"
"1417","nike everyday cushion crew training socks","super fast delivery","cary price","exactly as advertised although the size was kind of hard to find  hidden in the qa section but the delivery was so fast  thank you",2023-04-16,5,"verified purchase"
"1418","nike everyday cushion crew training socks","excelente calidad","mariana","son originales y vienen en perfecto estado valen la pena",2023-08-30,5,"verified purchase"
"1419","nike everyday cushion crew training socks","trs bien","florence","ce sont  paires de chaussettes donc  chaussettes videmment de bonne qualit fidle  nike",2023-01-13,5,"verified purchase"
"1420","nike everyday cushion crew training socks","bsicos pero de calidad","jose a","calcetn bsico grueso de invierno como y suave es un calcetn para vestir no lo considero apto para hacer deporte intenso ya que es grueso y existen opciones ms tcnicas con mejores prestaciones son muy duraderos y si los lavas con ropa blanca mantienen el color blanco estoy satisfecho con la compra",2023-07-06,5,"verified purchase"
"1421","nike everyday cushion crew training socks","muy bien","adriana","cmodos",2024-01-23,4,"verified purchase"
"1422","nike everyday cushion crew training socks","top banana","me cool","my boy loved these socks",2021-06-11,5,"verified purchase"
"1423","nike everyday cushion crew training socks","happy with the purchase","doria nahi","good quality",2024-02-15,5,"verified purchase"
"1424","nike everyday cushion crew training socks","buena calidad","carolina y herminio","the media could not be loaded                                                                                    me gusta que la calidad del algodn en buena y no se ha encogido en la secadora pero el precio podra ser ms accesible",2022-10-03,5,"verified purchase"
"1425","nike everyday cushion crew training socks","produto de qualidade","max andre de araujo ferreira","produto com boa qualidade original e com um caimento perfeito recomendo a compra",2023-05-01,5,"verified purchase"
"1426","nike everyday cushion crew training socks","polecam","jarosawa","idealne",2023-11-27,5,"verified purchase"
"1427","nike everyday cushion crew training socks","ottime","cliente","bellecomodemedia lunghezza",2023-09-30,5,"verified purchase"
"1428","nike everyday cushion crew training socks","excelente","hctor eduardo","bastante cmodas la talla corresponde",2023-08-22,5,"verified purchase"
"1429","nike everyday cushion crew training socks","teenager was pleased","katie","bought for teenager easy to wash dry fit comfortably",2024-01-20,5,"verified purchase"
"1430","nike everyday cushion crew training socks","comfy","ieurob","not much to say really they are socks",2019-09-06,5,"verified purchase"
"1431","nike everyday cushion crew training socks","buenos calcetines","cliente amazon","se adaptan bien no les doy un  porque despues de tres lavados siguen soltando pelotillas al quitartelos pero son recomendables",2023-02-11,4,"verified purchase"
"1432","nike everyday cushion crew training socks","super","danielle donckerwolcke","super",2024-02-03,4,"verified purchase"
"1433","nike everyday cushion crew training socks","un must have di ogni atleta","alessandro","pacchetto da tre calzini di qualit preferisco pagare qualcosa in pi per un calzino al  in cotone che tiene calda la caviglia comodo da indossare e carino da vedere ideale per la palestra o per allenamenti si lava senza problemi lunico appunto che non permette di assegnare cinque stelle  relativo alle tempistiche di spedizione quasi un mese per ricevere il prodotto",2023-10-31,5,"verified purchase"
"1434","nike everyday cushion crew training socks","calze","paolo","pratiche e comode ma un p care",2023-12-07,4,"verified purchase"
"1435","nike everyday cushion crew training socks","they get homes too easily","mary marlow","they do not last long holes on bottom after only a month smh",2024-02-13,4,"verified purchase"
"1436","nike everyday cushion crew training socks","buen material","roberto e","justo lo que esperaba ni ms ni menos",2023-12-12,5,"verified purchase"
"1437","nike everyday cushion crew training socks","tolle strmpfe","desire","tolle strmpfe auch beim warmen wetter fr junge fuballer",2023-06-17,5,"verified purchase"
"1438","nike everyday cushion crew training socks","estupendos mi hijo encantado","silvia","estupendos cmodos calidad y precio",2023-03-30,5,"verified purchase"
"1439","nike everyday cushion crew training socks",NA,NA,NA,2023-11-04,5,"verified purchase"
"1440","nike everyday cushion crew training socks",NA,NA,NA,2023-10-26,4,"verified purchase"
"1441","nike everyday cushion crew training socks","super satisfait","thierry clot","plutot content de la qualit mais pour ce qui est de la livraison je suis trs du command en novembre je les est recu en janvier j aurais du les prendre dans un magasin quelquonque",2024-01-13,4,"verified purchase"
"1442","nike everyday cushion crew training socks","muito boa","vinncius iuri","achei as da lupo mais confortveis mas essa no fica muito atrs alm de terem um timo caimento",2023-10-12,4,"verified purchase"
"1443","nike everyday cushion crew training socks","wouldnt recommend","vinncius iuri","i bought  packs of these and they all fell apart after the first wash",2023-06-29,5,"verified purchase"
"1444","nike everyday cushion crew training socks","came up quick","mrs a","good",2021-03-10,5,"verified purchase"
"1445","nike everyday cushion crew training socks","nike  nike","georgios","muito boas so grossas e bem resistentes calam muito bem no p e modelam eleuso para academia basquete e cumprem bem o que promete unica coisa que eu tenho a reclamar e no dar as  estrelas  que o logotipo na parte do tornozelocanela aps alguns usos ele aparente estar desfiando e soltando na parte de dentro acredito que mais algumas lavagens e ele comece a sair triste issoescrevo essa avaliao a mais de  meses de usosobre entrega padro amazon rpido seguro e bem embalado",2023-07-25,1,"verified purchase"
"1446","nike everyday cushion crew training socks","bon","heitor","je trouve a cher pour des bas mais ma fille les adores",2024-01-12,4,"verified purchase"
"1447","nike everyday cushion crew training socks",NA,"julie lachapelle",NA,2023-06-16,4,"verified purchase"
"1448","nike everyday cushion crew training socks",NA,NA,NA,2023-12-30,4,"verified purchase"
"1449","nike everyday cushion crew training socks","chaussettes nike","lk","chaussettes robustes",2023-12-28,5,"verified purchase"
"1450","nike everyday cushion crew training socks","top","dhondt","buen producto",2022-05-13,3,"verified purchase"
"1451","nike men's m nk dry park vii jsy ss t-shirt","toller stoff super farbe","denise ortner","das tshirt passt perfekt mein sohn ist begeistert",2023-07-04,4,"verified purchase"
"1452","nike men's m nk dry park vii jsy ss t-shirt","fast drying tshirt","software developer","if youre looking for a short sleeve tshirt this is oneif you like blue things this one is bluedid you look at the picture coz it looks like the picturedo you like them to fit order in your size and it willdo you want quick drying it does so long as not submerged in water or in an environment below cyou want it to be breathable it is but same conditions applyit is ideal for staying coolcomfortable in warm or hot weathergot moobs andor mild beer belly yeah it might be able to cover that and protect the publicoh you have washboard abs and pecs this is not the baby oil section  youre in the wrong placenot cotton but polyestersupposedly a us brand but made in china uncle sam sold out to uncle roger",2024-01-04,5,"verified purchase"
"1453","nike men's m nk dry park vii jsy ss t-shirt","nice for the gym","elizabeth booth","great shirt usual nike quality for training in",2023-11-01,5,"verified purchase"
"1454","nike men's m nk dry park vii jsy ss t-shirt","elegant and good quality","marcel","elegant and good quality",2023-06-11,5,"verified purchase"
"1455","nike men's m nk dry park vii jsy ss t-shirt","fantastic  value","gail","fantastic value  quality  size is great",2023-04-07,5,"verified purchase"
"1456","nike men's m nk dry park vii jsy ss t-shirt","parfait","guesnier","jolie couleur teeshirt pour mon fils le tissu est agrable  porter il valide",2023-12-31,5,"verified purchase"
"1457","nike men's m nk dry park vii jsy ss t-shirt","nice colour","julie taylor","good",2024-01-28,5,"verified purchase"
"1458","nike men's m nk dry park vii jsy ss t-shirt","tennis outfit","jean","prompt service the product colour was as the image the size appears generous but when compared to existing clothes it is accurate on the side of generous it is a christmas gift and i am sure it will be happily received",2020-11-28,4,"verified purchase"
"1459","nike men's m nk dry park vii jsy ss t-shirt","great color and a good fit ","amazon customer","i purchased it really for casual wear and the color just goes right with most fabric",2022-04-03,5,"verified purchase"
"1460","nike men's m nk dry park vii jsy ss t-shirt","sizing","lucas","much smaller in fit xl than adidas",2023-07-02,5,"verified purchase"
"1461","nike men's m nk dry park vii jsy ss t-shirt","brillant item","johnny","great colour and fit",2023-09-16,4,"verified purchase"
"1462","nike men's m nk dry park vii jsy ss t-shirt","top","ryan cash","the product colour is really good however the stitching was not good under the arm and as a result came undone which had to be sewn back up",2022-06-21,5,"verified purchase"
"1463","nike men's m nk dry park vii jsy ss t-shirt","excellent rapport qualit prix","keruel","excellent produit livraison rapide bonne qualit facile  porter trs agrable par temps chaud et sche trs rapidement",2023-06-17,2,"verified purchase"
"1464","nike men's m nk dry park vii jsy ss t-shirt","super qualitt","mario","hat bestens gepasst und fhlt sich richtig gut an und schaut ntl gut aus immer wieder lg",2024-02-02,5,"verified purchase"
"1465","nike men's m nk dry park vii jsy ss t-shirt","tshirt","amazon customer","fits perfect lovely colour",2023-07-26,5,"verified purchase"
"1466","nike men's m nk dry park vii jsy ss t-shirt","top","ann harris","really nice fit to size",2023-12-28,5,"verified purchase"
"1467","nike men's m nk dry park vii jsy ss t-shirt","mike t shirt","smorreale","black right size arrived on time just what i ordered",2023-10-29,5,"verified purchase"
"1468","nike men's m nk dry park vii jsy ss t-shirt","very good","laszlo horvath","very good",2023-07-17,5,"verified purchase"
"1469","nike men's m nk dry park vii jsy ss t-shirt","nike tee","paul robinson","great fit",2023-11-12,5,"verified purchase"
"1470","nike men's m nk dry park vii jsy ss t-shirt","pas  manche longue rouge","benzacken","attention t shirt rouge nest pas  manche longue comme sur la photophoto trompeuse",2023-10-14,5,"verified purchase"
"1471","nike men's m nk dry park vii jsy ss t-shirt","great tee for the gym","biohazardad","prime member purchasearrived on time in good condition and as describedfits as expectedsame as in picturepackaging was goodpositive experiencerecommended",2024-01-15,4,"verified purchase"
"1472","nike men's m nk dry park vii jsy ss t-shirt","bonne qualit","nicou","pas donn mais qualitatif agrable  porter et taille parfaitement",2023-07-16,5,"verified purchase"
"1473","nike men's m nk dry park vii jsy ss t-shirt","nickel comme sur la photo","kyser","lger matire respirant trs bien pour tous les jours ou faire du sport",2022-07-14,5,"verified purchase"
"1474","nike men's m nk dry park vii jsy ss t-shirt","tres bien","thibaut","leger et souple",2021-06-10,5,"verified purchase"
"1475","nike men's m nk dry park vii jsy ss t-shirt","top","pascalou","couleur tendance et belle couperas",2024-01-04,5,"verified purchase"
"1476","nike men's m nk dry park vii jsy ss t-shirt","good quality","sharm","lovely colour good fit",2023-11-19,5,"verified purchase"
"1477","nike men's m nk dry park vii jsy ss t-shirt","tshirt nike","valet","le tshirt a t reu rapidement  la taille correspond aux attentes et le tshirt nest pas utilisable que pour le football ",2023-10-26,5,"verified purchase"
"1478","nike men's m nk dry park vii jsy ss t-shirt","great","june whatton","nice top for gym",2022-11-08,5,"verified purchase"
"1479","nike men's m nk dry park vii jsy ss t-shirt","super","tprzeszlowski","super",2024-02-05,4,"verified purchase"
"1480","nike men's m nk dry park vii jsy ss t-shirt","gute qualitt","alexandra","sehr schnell trocken immer wieder gerne",2024-02-17,5,"verified purchase"
"1481","nike men's m nk dry park vii jsy ss t-shirt","good quick delivery","julie taylor","happy",2024-01-28,4,"verified purchase"
"1482","nike men's m nk dry park vii jsy ss t-shirt","original","alberto aranda hinojosa","es original buen corte mido  y peso  kilos me quedo perfecta",2023-11-16,5,"verified purchase"
"1483","nike men's m nk dry park vii jsy ss t-shirt","on","david g","ok",2021-05-05,5,"verified purchase"
"1484","nike men's m nk dry park vii jsy ss t-shirt","nice fit","arlene","this was a nice fit and great quality",2024-01-22,5,"verified purchase"
"1485","nike men's m nk dry park vii jsy ss t-shirt","perfect fitting","amazon customer","fantastic t shirt",2023-08-20,5,"verified purchase"
"1486","nike men's m nk dry park vii jsy ss t-shirt","very good  product","william graham","my son",2024-01-30,5,"verified purchase"
"1487","nike men's m nk dry park vii jsy ss t-shirt","ce tshirt ","ulrich","rien  dire  nickel  cest exactement ce  quoi je mattendais",2021-09-16,5,"verified purchase"
"1488","nike men's m nk dry park vii jsy ss t-shirt","slim fit drift","craig","as with most nike dri fit stuff the fit is slightly slimmer than others always order a size up compared to other brands nice fit though and comfy",2023-03-04,5,"verified purchase"
"1489","nike men's m nk dry park vii jsy ss t-shirt","great sports t shirt","mr tom benjoseph","just a good product and does what it says on the tin",2023-11-07,5,"verified purchase"
"1490","nike men's m nk dry park vii jsy ss t-shirt","fast drying tshirt","software developer","if youre looking for a short sleeve tshirt this is oneif you like red things this one is reddid you look at the picture coz it looks like the picturedo you like them to fit order in your size and it willdo you want quick drying it does so long as not submerged in water or in an environment below cyou want it to be breathable it is but same conditions applyit is ideal for staying coolcomfortable in warm or hot weathergot moobs andor mild beer belly yeah it might be able to cover that and protect the publicoh you have washboard abs and pecs this is not the baby oil section  youre in the wrong placenot cotton but polyestersupposedly a us brand but made in china uncle sam sold out to uncle roger",2024-01-04,5,"verified purchase"
"1491","nike men's m nk dry park vii jsy ss t-shirt","maglietta uomo","loris","ottima vestibilit qualit del prodotto e stileconsigliato",2023-12-11,4,"verified purchase"
"1492","nike men's m nk dry park vii jsy ss t-shirt","yea shirt","david f","bought for my grandson loves it  a black to",2023-12-26,5,"verified purchase"
"1493","nike men's m nk dry park vii jsy ss t-shirt","t shirt","angela greene","really good quality and correct sizing",2023-12-04,5,"verified purchase"
"1494","nike men's m nk dry park vii jsy ss t-shirt","great quality","paul","great product very good value",2023-09-18,5,"verified purchase"
"1495","nike men's m nk dry park vii jsy ss t-shirt","comfy top","amazon customer","a very comfortable top slips onoff with ease keeps shape colour would defo buy again",2023-12-05,5,"verified purchase"
"1496","nike men's m nk dry park vii jsy ss t-shirt","brilliant sports jersey and at a good price will buy a couple more","tyrone williams","brilliant sports jersey and at a good price will buy a couple more",2022-12-07,5,"verified purchase"
"1497","nike men's m nk dry park vii jsy ss t-shirt","produit conforme","david","livraison au top",2023-09-04,5,"verified purchase"
"1498","nike men's m nk dry park vii jsy ss t-shirt","beau tshirt","burghdandy","tshirt nike leger et rspirant m et kg le m est un peu large et je le trouve long mais rien de gnant dans la pratique de mon sport",2023-12-25,5,"verified purchase"
"1499","nike men's m nk dry park vii jsy ss t-shirt",NA,NA,NA,2022-09-23,5,"verified purchase"
"1500","nike men's m nk dry park vii jsy ss t-shirt","attention","nunes lionel","jai command un manche longue je reois un manche courte dommagemme si le t shirt est nickel en soi",2023-11-16,5,"verified purchase"
"1501","under armour men's locker camo slide sandal","nice comfortable sandel","jinjae","fast delivery satisfied with the product it is nice and comfortable and fits well",2024-01-05,4,"verified purchase"
"1502","under armour men's locker camo slide sandal","so comfy","angela frodsham","got these for my partner he absolutely loves the comfort so light n attractive quality is brill",2023-09-19,5,"verified purchase"
"1503","under armour men's locker camo slide sandal","excelente producto buena calidas","anibal flores","producto de calidad muy cmodas buenos materiales lleg antes de lo esperado recomendadas",2022-08-22,5,"verified purchase"
"1504","under armour men's locker camo slide sandal","little tight but open up with time","bilal ahmad","great product would highly recommend it feels little tighter for first few days especially if you have wide foot size but it eases up with time",2022-12-25,5,"verified purchase"
"1505","under armour men's locker camo slide sandal","go one size up","trev","i am a  mens and i bought a size  it runs tight on the sesamoid bones which i do not really like since i wear this at home so my thought was that this was fairly cheap and i just wanted to slip my feet in unless you need the security like walking near wet areas then go for your size but if you just want a slip on and slip off go one size up size aside it is very secure and great material ps i did buy a size up and gave the smaller size to my siblings",2024-01-15,5,"verified purchase"
"1506","under armour men's locker camo slide sandal","the comfiest and most durable","dawid","the comfiest and most durable with big feet made of one piece of material providing extreme durability",2023-12-30,5,"verified purchase"
"1507","under armour men's locker camo slide sandal","buena calidad","marco jimenez","los compr para mi nio de  aos las tallas son correctas y son de excelente calidad",2021-07-31,5,"verified purchase"
"1508","under armour men's locker camo slide sandal",NA,NA,NA,2024-01-19,5,"verified purchase"
"1509","under armour men's locker camo slide sandal","worth the price","ug","good to wear easy use value for money",2023-10-04,5,"verified purchase"
"1510","under armour men's locker camo slide sandal","great product","ange","i have purchased many of these for the family would highly suggestlove that they are comfy and water resistant",2022-07-24,4,"verified purchase"
"1511","under armour men's locker camo slide sandal","comfortable","arek","like them a lot",2023-12-10,4,"verified purchase"
"1512","under armour men's locker camo slide sandal","prendre une pointure au dessus minimum","pj","pour mon fils qui chausse du  il a du prendre en  do ltoile en moins heureusement nous avions prvu le coup suite  une autre commande dune autre marque voir dans mes autres avisrobuste ne sentent pas bon articleje recommande si vous ne faites pas plus de  de pointure ",2023-09-18,5,"verified purchase"
"1513","under armour men's locker camo slide sandal","sizes run small get a size up","mark","recently purchased these as my red nike slides popped i already trust the under armour brand so i knew what to expect before i got thembeware buy a size up ive attached some images here the red nike slide is a  the under armor slide is also a  yet my foot doesnt even fit in the  from ua i ended up having to get a  which fit me betterif youre reading this review they are worth the money just make sure you buy a size up if youre a  like me get a  their sizes run smallslip on can easily rinse them off theyre a good pair of slides overall you can wear them in the house or outside throw some water on them and theyre new again under armour is always a go to good products that will last",2023-11-23,4,"verified purchase"
"1514","under armour men's locker camo slide sandal","impressed","mark","these are very comfortable true to size although they could be a bit wider im sure with time it will stretch i bought these to use in the showers at the gym",2023-12-15,5,"verified purchase"
