"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"1371","Nike Kawa Slide Se (TD), Unisex-Children and Youth Sneakers","Ok sorta","LeeLee","It is not true to size for me cause my sone wears 7c n I bought 8c which was exact in his feet so he won’t get much wear but other than that the product on this","Reviewed in the United States on 23 November 2019","4.4 out of 5 stars","Verified Purchase"
"1372","Nike Kawa Slide Se (TD), Unisex-Children and Youth Sneakers","Size Up","Pebbz","Like all the others reviews they said it runs small well I didn’t listen got my sons regular size and  they were too small. Other than that they seem comfortable and well put together","Reviewed in the United States on 8 September 2021","4.0 out of 5 stars","Verified Purchase"
"1373","Nike Kawa Slide Se (TD), Unisex-Children and Youth Sneakers","Pedir talla más grande","Ana Velásquez","Pedir 1 o 2 tallas más grande! Suelen venir pequeñas en mi casoPedí 2 tallas para que noLe quedarán tan ajustadas a mi bebé.","Reviewed in the United States on 9 July 2021","3.0 out of 5 stars","Verified Purchase"
"1374","Nike Kawa Slide Se (TD), Unisex-Children and Youth Sneakers","Great","Angel Jordan","Nice","Reviewed in the United States on 22 September 2022","5.0 out of 5 stars","Verified Purchase"
"1375","Nike Kawa Slide Se (TD), Unisex-Children and Youth Sneakers","Buy a size up","Kindle Customer","Great sandal for toddlers, very light weight but sizes run a bit small..","Reviewed in the United States on 24 June 2020","5.0 out of 5 stars","Verified Purchase"
"1376","Nike Kawa Slide Se (TD), Unisex-Children and Youth Sneakers","Order one size up","SS23","They are so cute.  The fit is a little small.  So it is best to order one size bigger for the child to grow into.","Reviewed in the United States on 9 March 2021","4.0 out of 5 stars","Verified Purchase"
"1377","Nike Kawa Slide Se (TD), Unisex-Children and Youth Sneakers","Sehr süß aber sehr sehr klein.","LittleLi","Mindestens eine eher noch zwei Nummern größer bestellen. Sehr klein und schmal geschnitten.","Reviewed in Germany on 15 June 2021","5.0 out of 5 stars","Verified Purchase"
"1378","Nike Kawa Slide Se (TD), Unisex-Children and Youth Sneakers","Very small","Ashleigh Marie","Fit very small ,would not fit my baby she wears a 4 and these are 6","Reviewed in the United States on 3 October 2023","3.0 out of 5 stars","Verified Purchase"
"1379","Nike Kawa Slide Se (TD), Unisex-Children and Youth Sneakers","Too small","StarReview","I love these sandals. They are not true to size. I suggest ordering 1-2 sizes larger. I'll have to try to sell these and order new so I dont have to mess with a return.","Reviewed in the United States on 7 March 2020","1.0 out of 5 stars","Verified Purchase"
"1380","Nike Kawa Slide Se (TD), Unisex-Children and Youth Sneakers","Runs small","Kindle Customer","Nice looking shoe. Great quality. Runs really small on the strap over toes.","Reviewed in the United States on 1 June 2021","3.0 out of 5 stars","Verified Purchase"
"1381","Nike Kawa Slide Se (TD), Unisex-Children and Youth Sneakers","Runs small","rick44112","Runs small","Reviewed in the United States on 22 August 2021","4.4 out of 5 stars","Verified Purchase"
"1382","Nike Kawa Slide Se (TD), Unisex-Children and Youth Sneakers","Schön aber Größen sind nicht genau","Alex","Lieber einer Nummer Größe bestellen !!!","Reviewed in Germany on 28 June 2021","3.0 out of 5 stars","Verified Purchase"
"1383","Nike Kawa Slide Se (TD), Unisex-Children and Youth Sneakers","Arrived damaged","LizZ_515","Poor quality packaging and the product arrived damaged, it was also smaller than I expected and expensive. I don't think it's worth the price.","Reviewed in the United States on 8 June 2023","5.0 out of 5 stars","Verified Purchase"
"1384","Nike Kawa Slide Se (TD), Unisex-Children and Youth Sneakers","Get two sizes up from regular size","LizZ_515","The sizing for this product is way off looks like a good quality slipper though I returned the purchase","Reviewed in the United States on 27 February 2022","1.0 out of 5 stars","Verified Purchase"
"1385","Nike Kawa Slide Se (TD), Unisex-Children and Youth Sneakers","size was too small","Princess","My nephew got 3 different shoes and all the same size, but these did not fit at all, but the 2 other shoes the same size fit correctly. I had to return and get 2 sizes bigger to fit his feet.","Reviewed in the United States on 12 June 2022","1.0 out of 5 stars","Verified Purchase"
"1386","Nike Kawa Slide Se (TD), Unisex-Children and Youth Sneakers","Wrong sizes","Cindy","I order twice the same item and the sizes too small very difficult to return the item.. you should specify the size by inches....","Reviewed in the United States on 17 April 2021","2.0 out of 5 stars","Verified Purchase"
"1387","Nike Kawa Slide Se (TD), Unisex-Children and Youth Sneakers","Retoure Kostenpflichtig!!!","David alvarenga","Die ware hat nicht gepasst fallen sehr klein aus und die retoure muss man selber bezahlen!! Gut überlegen bevor ihr bestellt","Reviewed in Germany on 7 June 2021","1.0 out of 5 stars","Verified Purchase"
"1388","Nike Kawa Slide Se (TD), Unisex-Children and Youth Sneakers","Talla","Ates","No es el tamaño de la talla que indica.","Reviewed in the United States on 22 February 2023","2.0 out of 5 stars","Verified Purchase"
"1389","Nike Kawa Slide Se (TD), Unisex-Children and Youth Sneakers","Fallen sehr klein aus","Rossell Guzman","Fallen leider sehr klein aus, müssen daher zurück.","Reviewed in Germany on 5 March 2022","1.0 out of 5 stars","Verified Purchase"
"1390","Nike Kawa Slide Se (TD), Unisex-Children and Youth Sneakers","Runs small.","Amazon Kunde","Too small. Not true to size.","Reviewed in the United States on 9 April 2021","1.0 out of 5 stars","Verified Purchase"
"1391","Nike Kawa Slide Se (TD), Unisex-Children and Youth Sneakers","Fake","DaccM","Item is definitely fake. Not a authentic Nike shoe. Trying to return because of this issue and having a lot of push back. Hope I’m able to rectify. Will update","Reviewed in the United States on 17 May 2021","4.4 out of 5 stars","Verified Purchase"
"1392","Nike Kawa Slide Se (TD), Unisex-Children and Youth Sneakers","Size up alot","Alicia Chapman","Runs extremely small. 3 or 4 sizes way too small.","Reviewed in the United States on 31 July 2022","1.0 out of 5 stars","Verified Purchase"
"1393","Nike Kawa Slide Se (TD), Unisex-Children and Youth Sneakers","Vraiment trop petit ne correspond du tous pas à la taille indiquée très déçu !!!!","Falle","Vraiment trop petit ne correspond du tous pas à la taille indiquée très déçu !!!!","Reviewed in France on 28 April 2022","1.0 out of 5 stars","Verified Purchase"
"1394","Nike Kawa Slide Se (TD), Unisex-Children and Youth Sneakers","Work & dirty","Twhanika Jackson","Was not expecting a pair of shoes full of stains 🤨","Reviewed in the United States on 7 May 2022","1.0 out of 5 stars","Verified Purchase"
"1395","Nike Kawa Slide Se (TD), Unisex-Children and Youth Sneakers","Get a size bigger","Juan","You havw to get a size bigger","Reviewed in the United States on 7 May 2021","1.0 out of 5 stars","Verified Purchase"
"1396","Nike Kawa Slide Se (TD), Unisex-Children and Youth Sneakers","Quality wasn’t good at all","Dee901","Quality wasn’t good","Reviewed in the United States on 22 August 2021","1.0 out of 5 stars","Verified Purchase"
"1397","Nike Kawa Slide Se (TD), Unisex-Children and Youth Sneakers","Tiny","Bambi Noble","Tiny","Reviewed in the United States on 12 May 2021","1.0 out of 5 stars","Verified Purchase"
"1398","Nike Kawa Slide Se (TD), Unisex-Children and Youth Sneakers","2 small","Cynthia Rodriguez","To small","Reviewed in the United States on 16 March 2021","1.0 out of 5 stars","Verified Purchase"
"1399","Nike Kawa Slide Se (TD), Unisex-Children and Youth Sneakers","Used - Not New","Kait","Clearly used !","Reviewed in the United States on 15 June 2020","1.0 out of 5 stars","Verified Purchase"
"1400","Nike Kawa Slide Se (TD), Unisex-Children and Youth Sneakers",NA,NA,NA,NA,"1.0 out of 5 stars",NA
"1401","Nike Everyday Cushion Crew Training Socks","Ok","Placeholder","Average","Reviewed in India on 7 March 2020","4.6 out of 5 stars","Verified Purchase"
"1402","Nike Everyday Cushion Crew Training Socks","Buena calidad","Soledad Jiménez Hombrao","Muy calentitos y completos ymuy buen precio me gustan mucho son para mi","Reviewed in Spain on 3 November 2022","3.0 out of 5 stars","Verified Purchase"
"1403","Nike Everyday Cushion Crew Training Socks","Di buona qualità","Cliente Amazon","Resistenti e di buona qualità.","Reviewed in Italy on 26 January 2024","5.0 out of 5 stars","Verified Purchase"
"1404","Nike Everyday Cushion Crew Training Socks","Good quality","Anirudh S.","Good product.","Reviewed in India on 31 October 2019","5.0 out of 5 stars","Verified Purchase"
"1405","Nike Everyday Cushion Crew Training Socks","mooie sokken","Amazon Customer","snel gekomen, goed product maar ik weet niet zeker of het echt Nike is.","Reviewed in the Netherlands on 25 March 2021","5.0 out of 5 stars","Verified Purchase"
"1406","Nike Everyday Cushion Crew Training Socks","Too small…","Craig Moodie","It doesn’t specify the size so I assumed M. They are S and much too small","Reviewed in Sweden on 30 September 2022","4.0 out of 5 stars","Verified Purchase"
"1407","Nike Everyday Cushion Crew Training Socks","sono perfette","Jane Alam","sono morbide,comode e sono di un ottima qualità","Reviewed in Italy on 25 January 2024","1.0 out of 5 stars","Verified Purchase"
"1408","Nike Everyday Cushion Crew Training Socks","足の臭いが軽減した！","SOMO","とある整骨院の先生に足の臭い気になるなら少し厚めの良い靴下にするといいと聞いて、毎日仕事帰り妻に臭いと言われてたので少し高いとは思いましたが買いました。流石に臭いが無くなることはないものの、かなり軽減したと妻にも言われました。他の方のレビューにもありましたが、毛玉がたくさん足につくのはなかなか無くならず、そこだけはマイナスポイントです。でも私は満足です。","Reviewed in Japan on 21 February 2024","5.0 out of 5 stars","Verified Purchase"
"1409","Nike Everyday Cushion Crew Training Socks","Boa qualidade","Renan","Boa qualidade, original e ótimo custo benefício","Reviewed in Brazil on 3 August 2023","5.0 out of 5 stars","Verified Purchase"
"1410","Nike Everyday Cushion Crew Training Socks","Passen wie angegossen","Jürgen","Ich habe bis jetzt immer Stunden von Nike gekauft. Sie passen immer. Ich habe bis jetzt noch nie schlechte Qualität bemerkt. Sie halten auch sehr lange. Wenn kleine Steinchen in den Schuhen sind, gehen die Socken auch nicht so schnell kaputt.","Reviewed in Germany on 31 December 2023","5.0 out of 5 stars","Verified Purchase"
"1411","Nike Everyday Cushion Crew Training Socks","Great product!","Valeria","The media could not be loaded.
                
            
                
            
            
        
    
    
 These socks are amazing! They are incredibly comfortable and provide just the right amount of cushioning. The material is soft yet durable, and they stay in place all day without slipping down.","Reviewed in the United States on 11 February 2024","4.6 out of 5 stars","Verified Purchase"
"1412","Nike Everyday Cushion Crew Training Socks","本当にナイキ？","へんてこ","真贋はわかりませんが、何回か洗濯したらすぐにあしくびのゴムがのびてしまってすぐに捨てました。","Reviewed in Japan on 1 December 2023","5.0 out of 5 stars","Verified Purchase"
"1413","Nike Everyday Cushion Crew Training Socks","Bas Nike","Mélissa","Bas Nike très contente de l’achat très résistant et ma fille les portes toujours identique au magasin","Reviewed in Canada on 11 February 2024","2.0 out of 5 stars","Verified Purchase"
"1414","Nike Everyday Cushion Crew Training Socks","良き","maru","きちんとした商品で、すぐ届きました。ありがとうございました","Reviewed in Japan on 4 February 2024","5.0 out of 5 stars","Verified Purchase"
"1415","Nike Everyday Cushion Crew Training Socks","Not as expected","Samsher ahmad","Torn very early","Reviewed in India on 22 December 2019","5.0 out of 5 stars","Verified Purchase"
"1416","Nike Everyday Cushion Crew Training Socks","Lovely socks","Jade Camp","Comfortable","Reviewed in the United Kingdom on 3 April 2021","1.0 out of 5 stars","Verified Purchase"
"1417","Nike Everyday Cushion Crew Training Socks","Super fast delivery!","Cary Price","Exactly as advertised, although the size was kind of hard to find / hidden in the Q&A section. But the delivery was so fast - thank you.","Reviewed in Japan on 16 April 2023","5.0 out of 5 stars","Verified Purchase"
"1418","Nike Everyday Cushion Crew Training Socks","Excelente calidad","Mariana","Son originales y vienen en perfecto estado, valen la pena","Reviewed in Mexico on 30 August 2023","5.0 out of 5 stars","Verified Purchase"
"1419","Nike Everyday Cushion Crew Training Socks","Très bien","Florence","Ce sont 3 paires de chaussettes donc 6 chaussettes évidemment 🤣de bonne qualité fidèle à nike","Reviewed in France on 13 January 2023","5.0 out of 5 stars","Verified Purchase"
"1420","Nike Everyday Cushion Crew Training Socks","Básicos pero de calidad","jose a.","Calcetín básico, grueso, de invierno, como y suave. Es un calcetín para vestir, no lo considero apto para hacer deporte intenso, ya que es grueso y existen opciones más técnicas con mejores prestaciones. Son muy duraderos y si los lavas con ropa blanca mantienen el color blanco. Estoy satisfecho con la compra.","Reviewed in Spain on 6 July 2023","5.0 out of 5 stars","Verified Purchase"
"1421","Nike Everyday Cushion Crew Training Socks","Muy bien","Adriana","Cómodos","Reviewed in Mexico on 23 January 2024","4.6 out of 5 stars","Verified Purchase"
"1422","Nike Everyday Cushion Crew Training Socks","Top banana","Me Cool","My boy loved these socks","Reviewed in the United Kingdom on 11 June 2021","5.0 out of 5 stars","Verified Purchase"
"1423","Nike Everyday Cushion Crew Training Socks","Happy with the purchase","Doria Nahi","Good quality","Reviewed in the United Kingdom on 15 February 2024","5.0 out of 5 stars","Verified Purchase"
"1424","Nike Everyday Cushion Crew Training Socks","Buena calidad","Carolina y Herminio","The media could not be loaded.
                
            
                
            
            
        
    
    
 Me gusta que la calidad del algodón en buena y no se ha encogido en la secadora, pero el precio podría ser más accesible","Reviewed in Spain on 3 October 2022","5.0 out of 5 stars","Verified Purchase"
"1425","Nike Everyday Cushion Crew Training Socks","Produto de qualidade","Max Andre de Araujo Ferreira","Produto com boa qualidade, original e com um caimento perfeito. Recomendo a compra.","Reviewed in Brazil on 1 May 2023","5.0 out of 5 stars","Verified Purchase"
"1426","Nike Everyday Cushion Crew Training Socks","Polecam","Jarosława","Idealne","Reviewed in Germany on 27 November 2023","5.0 out of 5 stars","Verified Purchase"
"1427","Nike Everyday Cushion Crew Training Socks","Ottime","Cliente","Belle,comode,media lunghezza.","Reviewed in Italy on 30 September 2023","5.0 out of 5 stars","Verified Purchase"
"1428","Nike Everyday Cushion Crew Training Socks","Excelente","Héctor eduardo","Bastante cómodas, la talla corresponde.","Reviewed in Mexico on 22 August 2023","5.0 out of 5 stars","Verified Purchase"
"1429","Nike Everyday Cushion Crew Training Socks","Teenager was pleased","Katie","Bought for teenager. Easy to wash /dry fit comfortably","Reviewed in the United Kingdom on 20 January 2024","5.0 out of 5 stars","Verified Purchase"
"1430","Nike Everyday Cushion Crew Training Socks","Comfy","IeuRob","Not much to say really, they are socks","Reviewed in the United Kingdom on 6 September 2019","5.0 out of 5 stars","Verified Purchase"
"1431","Nike Everyday Cushion Crew Training Socks","Buenos calcetines","Cliente Amazon","Se adaptan bien. No les doy un 5 porque despues de tres lavados siguen soltando pelotillas al quitartelos pero son recomendables","Reviewed in Spain on 11 February 2023","4.6 out of 5 stars","Verified Purchase"
"1432","Nike Everyday Cushion Crew Training Socks","Super","Danielle Donckerwolcke","Super","Reviewed in Canada on 3 February 2024","4.0 out of 5 stars","Verified Purchase"
"1433","Nike Everyday Cushion Crew Training Socks","Un must have di ogni atleta","Alessandro","Pacchetto da tre calzini di qualità. Preferisco pagare qualcosa in più per un calzino al 70% in cotone che tiene calda la caviglia, comodo da indossare e carino da vedere. Ideale per la palestra o per allenamenti, si lava senza problemi. L'unico appunto che non permette di assegnare cinque stelle è relativo alle tempistiche di spedizione, quasi un mese per ricevere il prodotto.","Reviewed in Italy on 31 October 2023","5.0 out of 5 stars","Verified Purchase"
"1434","Nike Everyday Cushion Crew Training Socks","calze","paolo","pratiche e comode ma un pò care","Reviewed in Italy on 7 December 2023","4.0 out of 5 stars","Verified Purchase"
"1435","Nike Everyday Cushion Crew Training Socks","They get homes too easily","Mary marlow","They do not last long! Holes on bottom after only a month smh","Reviewed in the United States on 13 February 2024","4.0 out of 5 stars","Verified Purchase"
"1436","Nike Everyday Cushion Crew Training Socks","Buen material","Roberto E.","Justo lo que esperaba ni más ni menos","Reviewed in Mexico on 12 December 2023","5.0 out of 5 stars","Verified Purchase"
"1437","Nike Everyday Cushion Crew Training Socks","Tolle Strümpfe","Desire","Tolle Strümpfe, auch beim warmen Wetter für junge Fußballer;)","Reviewed in Germany on 17 June 2023","5.0 out of 5 stars","Verified Purchase"
"1438","Nike Everyday Cushion Crew Training Socks","Estupendos, mi hijo encantado.","Silvia","Estupendos, cómodos, calidad y precio","Reviewed in Spain on 30 March 2023","5.0 out of 5 stars","Verified Purchase"
"1439","Nike Everyday Cushion Crew Training Socks","地厚でしっかりしている。","９","タイトルの通り、安物と違って質感はいいです。脱いだ後は足の裏に毛玉が沢山付くので浴室で足を洗うのがデフォになりますが、お気に入りです。","Reviewed in Japan on 4 November 2023","5.0 out of 5 stars","Verified Purchase"
"1440","Nike Everyday Cushion Crew Training Socks","よき！","黒ねこ","息子の部活用に購入。リピです。配達に2週間くらい時間がかかったのでマイナス☆ですが、商品はいいです。","Reviewed in Japan on 26 October 2023","4.0 out of 5 stars","Verified Purchase"
"1441","Nike Everyday Cushion Crew Training Socks","super satisfait","Thierry célot","plutot content de la qualité mais pour ce qui est de la livraison je suis très déçu commandé en novembre je les est recu en janvier j aurais du les prendre dans un magasin quelquonque","Reviewed in France on 13 January 2024","4.6 out of 5 stars","Verified Purchase"
"1442","Nike Everyday Cushion Crew Training Socks","Muito boa","Vinnícius Iuri","Achei as da Lupo mais confortáveis, mas essa não fica muito atrás. Além de terem um ótimo caimento","Reviewed in Brazil on 12 October 2023","4.0 out of 5 stars","Verified Purchase"
"1443","Nike Everyday Cushion Crew Training Socks","Wouldn’t recommend","Vinnícius Iuri","I bought 2 packs of these and they all fell apart after the first wash.","Reviewed in the United Kingdom on 29 June 2023","5.0 out of 5 stars","Verified Purchase"
"1444","Nike Everyday Cushion Crew Training Socks","Came up quick","Mrs A","Good","Reviewed in the United Kingdom on 10 March 2021","5.0 out of 5 stars","Verified Purchase"
"1445","Nike Everyday Cushion Crew Training Socks","Nike é Nike","Georgios","Muito boas, são grossas e bem resistentes, calçam muito bem no pé e modelam ele.Uso para academia, basquete e cumprem bem o que promete, unica coisa que eu tenho a reclamar e não dar as 5 estrelas, é que o logotipo na parte do tornozelo/canela após alguns usos ele aparente estar desfiando e soltando na parte de dentro, acredito que mais algumas lavagens e ele comece a sair. Triste isso.Escrevo essa avaliação a mais de 4 meses de uso.Sobre entrega: Padrão Amazon, rápido, seguro e bem embalado.","Reviewed in Brazil on 25 July 2023","1.0 out of 5 stars","Verified Purchase"
"1446","Nike Everyday Cushion Crew Training Socks","Bon","Heitor","Je trouve ça cher pour des Bas, mais ma fille les adores.","Reviewed in Canada on 12 January 2024","4.0 out of 5 stars","Verified Purchase"
"1447","Nike Everyday Cushion Crew Training Socks","中学生にぴったり","Julie Lachapelle","中学生にはぴったりな数あり、お得。","Reviewed in Japan on 16 June 2023","4.0 out of 5 stars","Verified Purchase"
"1448","Nike Everyday Cushion Crew Training Socks","3色セット","かな","どの色も使いやすいけど裏返して何回か洗濯しないと足の指に毛玉がつく。その代わり値段の割に厚手で丈夫。","Reviewed in Japan on 30 December 2023","4.0 out of 5 stars","Verified Purchase"
"1449","Nike Everyday Cushion Crew Training Socks","Chaussettes Nike","LK","Chaussettes robustes.","Reviewed in France on 28 December 2023","5.0 out of 5 stars","Verified Purchase"
"1450","Nike Everyday Cushion Crew Training Socks","Top","Dhondt","Buen producto","Reviewed in Spain on 13 May 2022","3.0 out of 5 stars","Verified Purchase"
"1451","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Toller Stoff super Farbe","Denise Ortner","Das T-Shirt passt perfekt. Mein Sohn ist begeistert.","Reviewed in Germany on 4 July 2023","4.5 out of 5 stars","Verified Purchase"
"1452","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Fast drying t-shirt","Software Developer","If you're looking for a short sleeve t-shirt, this is one.If you like blue things, this one is blue.Did you look at the picture? Coz it looks like the picture.Do you like them to fit? Order in your size and it will.Do you want quick drying? It does, so long as not submerged in water or in an environment below 20°C.You want it to be breathable? It is, but same conditions apply.It is ideal for staying cool/comfortable in warm or hot weather.Got moobs and/or mild beer belly? Yeah, it might be able to cover that and protect the public.Oh you have washboard abs and pecs? This is not the baby oil section - you're in the wrong place.Not cotton but polyester.Supposedly a US brand, but made in China. Uncle Sam sold out to Uncle Roger.","Reviewed in the United Kingdom on 4 January 2024","5.0 out of 5 stars","Verified Purchase"
"1453","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Nice for the gym.","Elizabeth Booth","Great shirt. Usual Nike quality for training in.","Reviewed in the United Kingdom on 1 November 2023","5.0 out of 5 stars","Verified Purchase"
"1454","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Elegant and good quality","Marcel","Elegant and good quality","Reviewed in the United Kingdom on 11 June 2023","5.0 out of 5 stars","Verified Purchase"
"1455","Nike Men's M NK DRY PARK VII JSY SS T-shirt","fantastic  value","Gail","fantastic value  quality  size is great","Reviewed in the United Kingdom on 7 April 2023","5.0 out of 5 stars","Verified Purchase"
"1456","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Parfait","Guesnier","Jolie couleur. Teeshirt pour mon fils. Le tissu est agréable à porter. Il valide.","Reviewed in France on 31 December 2023","5.0 out of 5 stars","Verified Purchase"
"1457","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Nice colour","Julie Taylor","Good","Reviewed in the United Kingdom on 28 January 2024","5.0 out of 5 stars","Verified Purchase"
"1458","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Tennis outfit","Jean","Prompt service. The product colour was as the image. The size appears generous but when compared to existing clothes it is accurate on the side of generous. It is a Christmas gift and I am sure it will be happily received.","Reviewed in the United Kingdom on 28 November 2020","4.0 out of 5 stars","Verified Purchase"
"1459","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Great color and a good fit 👍🏾.","Amazon Customer","I purchased it really for casual wear and the color just goes right with most fabric.","Reviewed in the United States on 3 April 2022","5.0 out of 5 stars","Verified Purchase"
"1460","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Sizing","Lucas","Much smaller in fit XL than Adidas.","Reviewed in the United Kingdom on 2 July 2023","5.0 out of 5 stars","Verified Purchase"
"1461","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Brillant item","Johnny","Great Colour and Fit","Reviewed in the United Kingdom on 16 September 2023","4.5 out of 5 stars","Verified Purchase"
"1462","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Top","Ryan Cash","The product colour is really good, however the stitching was not good under the arm and as a result came undone which had to be sewn back up","Reviewed in the United Kingdom on 21 June 2022","5.0 out of 5 stars","Verified Purchase"
"1463","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Excellent rapport qualité prix","KERUEL","Excellent produit, livraison rapide, bonne qualité. Facile à porter, très agréable par temps chaud, et sèche très rapidement","Reviewed in France on 17 June 2023","2.0 out of 5 stars","Verified Purchase"
"1464","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Super Qualität!","Mario","Hat bestens gepasst ,und fühlt sich richtig gut an! Und schaut ntl gut aus! Immer wieder!!! Lg","Reviewed in Germany on 2 February 2024","5.0 out of 5 stars","Verified Purchase"
"1465","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Tshirt","Amazon Customer","Fits perfect lovely colour","Reviewed in the United Kingdom on 26 July 2023","5.0 out of 5 stars","Verified Purchase"
"1466","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Top","ann harris","Really nice fit to size","Reviewed in the United Kingdom on 28 December 2023","5.0 out of 5 stars","Verified Purchase"
"1467","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Mike t shirt","s.morreale","Black right size arrived on time just what I ordered","Reviewed in the United Kingdom on 29 October 2023","5.0 out of 5 stars","Verified Purchase"
"1468","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Very good","Laszlo Horvath","Very good","Reviewed in the United Kingdom on 17 July 2023","5.0 out of 5 stars","Verified Purchase"
"1469","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Nike tee","Paul robinson","Great fit.","Reviewed in the United Kingdom on 12 November 2023","5.0 out of 5 stars","Verified Purchase"
"1470","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Pas à manche longue (rouge)","Benzacken","Attention t shirt rouge n'est pas à manche longue comme sur la photo.Photo trompeuse.","Reviewed in France on 14 October 2023","5.0 out of 5 stars","Verified Purchase"
"1471","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Great Tee for the gym","Biohazard2808ad","Prime member purchase.Arrived on time, in good condition, and as described.Fits as expected.Same as in picture.Packaging was good.Positive experience.Recommended.","Reviewed in the United Kingdom on 15 January 2024","4.5 out of 5 stars","Verified Purchase"
"1472","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Bonne qualité","Nicou","Pas donné mais qualitatif, agréable à porter et taille parfaitement.","Reviewed in France on 16 July 2023","5.0 out of 5 stars","Verified Purchase"
"1473","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Nickel comme sur la photo","Kyser","Léger ,matière respirant très bien pour tous les jours ou faire du sport","Reviewed in France on 14 July 2022","5.0 out of 5 stars","Verified Purchase"
"1474","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Tres bien","thibaut","Leger et souple.","Reviewed in France on 10 June 2021","5.0 out of 5 stars","Verified Purchase"
"1475","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Top","Pascalou","Couleur tendance et belle coupeRAS","Reviewed in France on 4 January 2024","5.0 out of 5 stars","Verified Purchase"
"1476","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Good quality","sharm","Lovely colour. Good fit","Reviewed in the United Kingdom on 19 November 2023","5.0 out of 5 stars","Verified Purchase"
"1477","Nike Men's M NK DRY PARK VII JSY SS T-shirt","T-shirt Nike","Valet","Le t-shirt a été reçu rapidement ! La taille correspond aux attentes et le t-shirt n'est pas utilisable que pour le football !","Reviewed in France on 26 October 2023","5.0 out of 5 stars","Verified Purchase"
"1478","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Great","june whatton","Nice top for gym","Reviewed in the United Kingdom on 8 November 2022","5.0 out of 5 stars","Verified Purchase"
"1479","Nike Men's M NK DRY PARK VII JSY SS T-shirt","super","t.przeszlowski","super","Reviewed in Poland on 5 February 2024","4.0 out of 5 stars","Verified Purchase"
"1480","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Gute qualität","Alexandra","Sehr schnell trocken, immer wieder gerne!","Reviewed in Germany on 17 February 2024","5.0 out of 5 stars","Verified Purchase"
"1481","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Good quick delivery","Julie Taylor","Happy","Reviewed in the United Kingdom on 28 January 2024","4.5 out of 5 stars","Verified Purchase"
"1482","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Original","Alberto aranda hinojosa","Es original, buen corte, mido 170 y peso 73 kilos, me quedo perfecta","Reviewed in Mexico on 16 November 2023","5.0 out of 5 stars","Verified Purchase"
"1483","Nike Men's M NK DRY PARK VII JSY SS T-shirt","On","David g","Ok","Reviewed in France on 5 May 2021","5.0 out of 5 stars","Verified Purchase"
"1484","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Nice fit","Arlene","This was a nice fit and great quality.","Reviewed in the United Kingdom on 22 January 2024","5.0 out of 5 stars","Verified Purchase"
"1485","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Perfect fitting","Amazon Customer","Fantastic t shirt","Reviewed in the United Kingdom on 20 August 2023","5.0 out of 5 stars","Verified Purchase"
"1486","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Very good 👍 product","william graham","My son","Reviewed in the United Kingdom on 30 January 2024","5.0 out of 5 stars","Verified Purchase"
"1487","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Ce t-shirt …..","Ulrich","Rien à dire ! Nickel ! C’est exactement ce à quoi je m’attendais","Reviewed in France on 16 September 2021","5.0 out of 5 stars","Verified Purchase"
"1488","Nike Men's M NK DRY PARK VII JSY SS T-shirt","Slim fit drift","Craig","As with most Nike dri fit stuff the fit is slightly slimmer than others, always order a size up compared to other brands. Nice fit though and comfy","Reviewed in the United Kingdom on 4 March 2023","5.0 out of 5 stars","Verified Purchase"
"1489","Nike Men's M NK DRY PARK VII JSY SS T-shirt","great sports t shirt","Mr. Tom Benjoseph","Just a good product and does what it says on the tin!","Reviewed in the United Kingdom on 7 November 2023","5.0 out of 5 stars","Verified Purchase"
