"","category","name","reviewer","review","date","ratings"
"157","Moisturizer","        The INKEY List Vitamin B, C and E Lightweight Daily Face Moisturiser to Keep Skin Healthy 50ml       ","Abi","







  
  
    Perfect product, this is the first time I’ve brought this product and will continue to buy. It’s perfect makes skin feel amazing after use! I used to have quite dry skin in my face but this has definitely changed my skin and feels great. Great value for money too.
  
","Reviewed in the United Kingdom on 4 January 2024","4.4 out of 5 stars"
"158","Moisturizer","        The INKEY List Vitamin B, C and E Lightweight Daily Face Moisturiser to Keep Skin Healthy 50ml       ","AD","







  
  
    Using it for long time love it just perfect for daily use
  
","Reviewed in the United Kingdom on 6 February 2024","5.0 out of 5 stars"
"159","Moisturizer","        The INKEY List Vitamin B, C and E Lightweight Daily Face Moisturiser to Keep Skin Healthy 50ml       ","Beth L",NA,NA,"Previous page"
"160","Moisturizer","        The INKEY List Vitamin B, C and E Lightweight Daily Face Moisturiser to Keep Skin Healthy 50ml       ","Demi",NA,NA,"Next page"
"161","Moisturizer","        The INKEY List Vitamin B, C and E Lightweight Daily Face Moisturiser to Keep Skin Healthy 50ml       ","The INKEY List Vitamin B, C and E Lightweight Daily Face Moisturiser","







  
  
    I can't sing enough praises for this moisturiser. It's a game-changer in my skincare routine, earning a solid 5 out of 5 stars from me.Applying this moisturiser feels like a breath of fresh air for my skin. It's incredibly refreshing and instantly revitalizes my complexion. This is exactly what I look for in a moisturiser - that invigorating, rejuvenating feel.Beyond the sensory experience, it delivers on all fronts. It does precisely what a moisturiser is meant to do, providing long-lasting hydration without any greasy residue. My skin feels balanced, nourished, and soft after every application.I lucked out with a bundle deal, which made the purchase even sweeter. The value for money is exceptional, especially considering the high-quality ingredients and the fantastic results I've experienced.This isn't my first dance with The INKEY List, and their products consistently impress me. Their commitment to effective, affordable skincare is commendable. I've tried a few other items from their range, and each one has exceeded my expectations.In a nutshell, if you're on the hunt for a top-notch moisturiser, this one is the way to go. It's refreshing, effective, and the bundle deal is the cherry on top. I can't recommend it highly enough!
  
","Reviewed in the United Kingdom on 4 November 2023","4.4 out of 5 stars"
"162","Moisturizer","        The INKEY List Vitamin B, C and E Lightweight Daily Face Moisturiser to Keep Skin Healthy 50ml       ","Amazon Customer","







  
  
    This really is a no frills moisturiser & delivers what it says it will. Great for my problematic / sensitive skin. 0 fragrance, soaks in quickly and lasting hydration. Great price, too.
  
","Reviewed in the United Kingdom on 11 February 2024","4.4 out of 5 stars."
"163","Moisturizer","        The INKEY List Vitamin B, C and E Lightweight Daily Face Moisturiser to Keep Skin Healthy 50ml       ","Amazon Customer","







  
  
    I like the texture of this moisturiser and it seems to do the job well - I prefer it to the Inkey Peptide moisturiser for its texture and application. However, the product smells awful, the best description I can come up with is a sort of chemical potato odour. The smell doesn’t last but I do have to gird my loins every time I open the tube. I also find the Inkey moisturiser tubes very annoying to use, but that is a side note to the smell.
  
","Reviewed in the United Kingdom on 13 August 2023","4.5 out of 5 stars."
"164","Moisturizer","        The INKEY List Vitamin B, C and E Lightweight Daily Face Moisturiser to Keep Skin Healthy 50ml       ","Tyler Gradwell","







  
  
    I’ve tried many moisturisers before and have heard good stuff about the inkey list. Honestly, just amazing. No fragrance or smells which i honestly feel makes my skin better and there’s less breakouts. I have oily and sensitive skin but with this moisturiser, my face is completely oil free. Hydrating, and leaves my skin soft! I have also been using this in conjunction with the vitamin C and EGF serum and my skin has cleared so much. I usually suffer with huge bumps and whiteheads/blackheads on my cheeks and this has cleared almost all of them up with a couple weeks of use!! People are saying there’s a weird smell to it but i haven’t noticed it. To me it doesn’t smell of anything.
  
","Reviewed in the United Kingdom on 18 February 2024","4.4 out of 5 stars."
"165","Moisturizer","        The INKEY List Vitamin B, C and E Lightweight Daily Face Moisturiser to Keep Skin Healthy 50ml       ","Danielle","







  
  
    This moisturiser does sink into the skin but does leave my skin feeling slightly oily, especially on the nose (I have mainly dry combination skin). I think it is decent for the price but not necessarily the most moisturising.  It has no scent which is great and hasn't aggravated my sensitive skin
  
","Reviewed in the United Kingdom on 5 January 2024","4.4 out of 5 stars"
"166","Moisturizer","        The INKEY List Vitamin B, C and E Lightweight Daily Face Moisturiser to Keep Skin Healthy 50ml       ","Meg Z","







  
  
    This moisturiser is light and a little goes a long way. It feels the skin feeling soft and refreshed. It’s not caused me to breakout. I have oily/dry skin and it’s worked perfectly to moisturise my skin.
  
","Reviewed in the United Kingdom on 7 February 2024","4.4 out of 5 stars"
"167","Moisturizer","        The INKEY List Vitamin B, C and E Lightweight Daily Face Moisturiser to Keep Skin Healthy 50ml       ","Abi","







  
  
    Perfect product, this is the first time I’ve brought this product and will continue to buy. It’s perfect makes skin feel amazing after use! I used to have quite dry skin in my face but this has definitely changed my skin and feels great. Great value for money too.
  
","Reviewed in the United Kingdom on 4 January 2024","4.4 out of 5 stars"
"168","Moisturizer","        The INKEY List Vitamin B, C and E Lightweight Daily Face Moisturiser to Keep Skin Healthy 50ml       ","AD","







  
  
    Using it for long time love it just perfect for daily use
  
","Reviewed in the United Kingdom on 6 February 2024","5.0 out of 5 stars"
"169","Moisturizer","        The INKEY List Vitamin B, C and E Lightweight Daily Face Moisturiser to Keep Skin Healthy 50ml       ","Beth L",NA,NA,"Previous page"
"170","Moisturizer","        The INKEY List Vitamin B, C and E Lightweight Daily Face Moisturiser to Keep Skin Healthy 50ml       ","Demi",NA,NA,"Next page"
"171","Moisturizer","        The INKEY List Vitamin B, C and E Lightweight Daily Face Moisturiser to Keep Skin Healthy 50ml       ","The INKEY List Vitamin B, C and E Lightweight Daily Face Moisturiser","







  
  
    I can't sing enough praises for this moisturiser. It's a game-changer in my skincare routine, earning a solid 5 out of 5 stars from me.Applying this moisturiser feels like a breath of fresh air for my skin. It's incredibly refreshing and instantly revitalizes my complexion. This is exactly what I look for in a moisturiser - that invigorating, rejuvenating feel.Beyond the sensory experience, it delivers on all fronts. It does precisely what a moisturiser is meant to do, providing long-lasting hydration without any greasy residue. My skin feels balanced, nourished, and soft after every application.I lucked out with a bundle deal, which made the purchase even sweeter. The value for money is exceptional, especially considering the high-quality ingredients and the fantastic results I've experienced.This isn't my first dance with The INKEY List, and their products consistently impress me. Their commitment to effective, affordable skincare is commendable. I've tried a few other items from their range, and each one has exceeded my expectations.In a nutshell, if you're on the hunt for a top-notch moisturiser, this one is the way to go. It's refreshing, effective, and the bundle deal is the cherry on top. I can't recommend it highly enough!
  
","Reviewed in the United Kingdom on 4 November 2023","4.4 out of 5 stars"
"172","Moisturizer","        The INKEY List Vitamin B, C and E Lightweight Daily Face Moisturiser to Keep Skin Healthy 50ml       ","Amazon Customer","







  
  
    This really is a no frills moisturiser & delivers what it says it will. Great for my problematic / sensitive skin. 0 fragrance, soaks in quickly and lasting hydration. Great price, too.
  
","Reviewed in the United Kingdom on 11 February 2024","4.4 out of 5 stars."
"173","Moisturizer","        The INKEY List Vitamin B, C and E Lightweight Daily Face Moisturiser to Keep Skin Healthy 50ml       ","Amazon Customer","







  
  
    I like the texture of this moisturiser and it seems to do the job well - I prefer it to the Inkey Peptide moisturiser for its texture and application. However, the product smells awful, the best description I can come up with is a sort of chemical potato odour. The smell doesn’t last but I do have to gird my loins every time I open the tube. I also find the Inkey moisturiser tubes very annoying to use, but that is a side note to the smell.
  
","Reviewed in the United Kingdom on 13 August 2023","4.5 out of 5 stars."
"174","Moisturizer","        The INKEY List Vitamin B, C and E Lightweight Daily Face Moisturiser to Keep Skin Healthy 50ml       ","Tyler Gradwell","







  
  
    I’ve tried many moisturisers before and have heard good stuff about the inkey list. Honestly, just amazing. No fragrance or smells which i honestly feel makes my skin better and there’s less breakouts. I have oily and sensitive skin but with this moisturiser, my face is completely oil free. Hydrating, and leaves my skin soft! I have also been using this in conjunction with the vitamin C and EGF serum and my skin has cleared so much. I usually suffer with huge bumps and whiteheads/blackheads on my cheeks and this has cleared almost all of them up with a couple weeks of use!! People are saying there’s a weird smell to it but i haven’t noticed it. To me it doesn’t smell of anything.
  
","Reviewed in the United Kingdom on 18 February 2024","4.4 out of 5 stars."
"175","Moisturizer","        The INKEY List Vitamin B, C and E Lightweight Daily Face Moisturiser to Keep Skin Healthy 50ml       ","Danielle","







  
  
    This moisturiser does sink into the skin but does leave my skin feeling slightly oily, especially on the nose (I have mainly dry combination skin). I think it is decent for the price but not necessarily the most moisturising.  It has no scent which is great and hasn't aggravated my sensitive skin
  
","Reviewed in the United Kingdom on 5 January 2024","4.4 out of 5 stars"
"176","Moisturizer","        The INKEY List Vitamin B, C and E Lightweight Daily Face Moisturiser to Keep Skin Healthy 50ml       ","Meg Z","







  
  
    This moisturiser is light and a little goes a long way. It feels the skin feeling soft and refreshed. It’s not caused me to breakout. I have oily/dry skin and it’s worked perfectly to moisturise my skin.
  
","Reviewed in the United Kingdom on 7 February 2024","4.4 out of 5 stars"
"177","Moisturizer","        The INKEY List Vitamin B, C and E Lightweight Daily Face Moisturiser to Keep Skin Healthy 50ml       ","Abi","







  
  
    Perfect product, this is the first time I’ve brought this product and will continue to buy. It’s perfect makes skin feel amazing after use! I used to have quite dry skin in my face but this has definitely changed my skin and feels great. Great value for money too.
  
","Reviewed in the United Kingdom on 4 January 2024","4.4 out of 5 stars"
"178","Moisturizer","        The INKEY List Vitamin B, C and E Lightweight Daily Face Moisturiser to Keep Skin Healthy 50ml       ","AD","







  
  
    Using it for long time love it just perfect for daily use
  
","Reviewed in the United Kingdom on 6 February 2024","5.0 out of 5 stars"
"179","Moisturizer","        The INKEY List Vitamin B, C and E Lightweight Daily Face Moisturiser to Keep Skin Healthy 50ml       ","Beth L",NA,NA,"Previous page"
"180","Moisturizer","        The INKEY List Vitamin B, C and E Lightweight Daily Face Moisturiser to Keep Skin Healthy 50ml       ","Demi",NA,NA,"Next page"
"181","Moisturizer","        E45 Moisturiser for Dry Skin and Sensitive Skin Cream, 50g       ","Amazon Customer","







  
  
    Good moisturiser for my hands, i have tried other brands with no success. Definitely buy this again
  
","Reviewed in the United Kingdom on 12 January 2024","4.7 out of 5 stars"
"182","Moisturizer","        E45 Moisturiser for Dry Skin and Sensitive Skin Cream, 50g       ","Amazon Customer","







  
  
    Helps so much with dry skin. Mainly used of face. Great quality
  
","Reviewed in the United Kingdom on 24 October 2023","4.5 out of 5 stars."
"183","Moisturizer","        E45 Moisturiser for Dry Skin and Sensitive Skin Cream, 50g       ","Linda Potts","







  
  
    Thick so works well.
  
","Reviewed in the United Kingdom on 19 February 2024","4.2 out of 5 stars."
"184","Moisturizer","        E45 Moisturiser for Dry Skin and Sensitive Skin Cream, 50g       ","Sandy motherofone","







  
  
    I’ve got a very red and dry face and been trying to find a good cream to help. Tried loads and nothing worked. I read reviews on this product and brought it yesterday 8th August. Arrived today 9th August. Applied it straight away and already my face feels refreshed. Don’t need to use a lot amount. Small amount looks like it will definitely go along way.
  
","Reviewed in the United Kingdom on 9 August 2023","4.7 out of 5 stars"
"185","Moisturizer","        E45 Moisturiser for Dry Skin and Sensitive Skin Cream, 50g       ","Katrina Blower","







  
  
    I had a reaction to my face using a new moisturiser.. that left me with very rough dry facial skin .. This E45 cream is like a miracle ! My face was back to normal in 3 days .. Fact !!!
  
","Reviewed in the United Kingdom on 6 January 2024","4.7 out of 5 stars"
"186","Moisturizer","        E45 Moisturiser for Dry Skin and Sensitive Skin Cream, 50g       ","Juls","







  
  
    As mentioned above + just what I ordered.
  
","Reviewed in the United Kingdom on 23 August 2023","4.7 out of 5 stars"
"187","Moisturizer","        E45 Moisturiser for Dry Skin and Sensitive Skin Cream, 50g       ","Amazon Customer","







  
  
    Liked the way this cream helps me massage my hands after an operation.You only need to apply a little, so therefore good value.Little scent, if any.
  
","Reviewed in the United Kingdom on 3 August 2023","5.0 out of 5 stars"
"188","Moisturizer","        E45 Moisturiser for Dry Skin and Sensitive Skin Cream, 50g       ","Neil.","







  
  
    Used on an operation scar and it works well.
  
","Reviewed in the United Kingdom on 21 December 2023","5.0 out of 5 stars"
"189","Moisturizer","        E45 Moisturiser for Dry Skin and Sensitive Skin Cream, 50g       ","RayB","







  
  
    This cream is complimentary to my sensitive skin and it is not thick. I avoid creams that are thick or have ingredients to sensitive skin. I put this on before bed I feel my skin is hydrated. I recommend this moisturizer because it is part of my daily routine.
  
","Reviewed in the United States on 2 January 2024","5.0 out of 5 stars"
"190","Moisturizer","        E45 Moisturiser for Dry Skin and Sensitive Skin Cream, 50g       ","zomarie Gomez","







  
  
    I live in New England and once the summer changes to fall and the humidity goes, I have a tendency to develop major dry patches on my face. I've tried so many creams and lotions that I've lost count. Have a drawer full that either just didn't help or irritated my skin further.This one works really well and can quell the dryness in just a couple of uses. It also doesn't burn or sting when put on raw sensitive skin. Although the tube has much less product than the tub, it's easy to keep the tube in my purse so I have it all the time.I find that I can use this under foundation with no pilling. Pretty much keeps my face moisturizered the full work day. If I need to put more on a dry patch, I can just powder right over this cream and back in business.With all the really emollient ingredients, I figured this would be way to sticky and greasy to use on the hands - not so. I use just a little daba. It absorbs quickly and keeps my hands nice and soft.I can't say enough how great this cream is!  I always keep an inventory of this so I don't run out.
  
","Reviewed in the United States on 26 September 2015","5.0 out of 5 stars"
"191","Moisturizer","        E45 Moisturiser for Dry Skin and Sensitive Skin Cream, 50g       ","Amazon Customer","







  
  
    Good moisturiser for my hands, i have tried other brands with no success. Definitely buy this again
  
","Reviewed in the United Kingdom on 12 January 2024","4.7 out of 5 stars"
"192","Moisturizer","        E45 Moisturiser for Dry Skin and Sensitive Skin Cream, 50g       ","Amazon Customer","







  
  
    Helps so much with dry skin. Mainly used of face. Great quality
  
","Reviewed in the United Kingdom on 24 October 2023","4.5 out of 5 stars."
"193","Moisturizer","        E45 Moisturiser for Dry Skin and Sensitive Skin Cream, 50g       ","Linda Potts","







  
  
    Thick so works well.
  
","Reviewed in the United Kingdom on 19 February 2024","4.2 out of 5 stars."
"194","Moisturizer","        E45 Moisturiser for Dry Skin and Sensitive Skin Cream, 50g       ","Sandy motherofone","







  
  
    I’ve got a very red and dry face and been trying to find a good cream to help. Tried loads and nothing worked. I read reviews on this product and brought it yesterday 8th August. Arrived today 9th August. Applied it straight away and already my face feels refreshed. Don’t need to use a lot amount. Small amount looks like it will definitely go along way.
  
","Reviewed in the United Kingdom on 9 August 2023","4.7 out of 5 stars"
"195","Moisturizer","        E45 Moisturiser for Dry Skin and Sensitive Skin Cream, 50g       ","Katrina Blower","







  
  
    I had a reaction to my face using a new moisturiser.. that left me with very rough dry facial skin .. This E45 cream is like a miracle ! My face was back to normal in 3 days .. Fact !!!
  
","Reviewed in the United Kingdom on 6 January 2024","4.7 out of 5 stars"
"196","Moisturizer","        E45 Moisturiser for Dry Skin and Sensitive Skin Cream, 50g       ","Juls","







  
  
    As mentioned above + just what I ordered.
  
","Reviewed in the United Kingdom on 23 August 2023","4.7 out of 5 stars"
"197","Moisturizer","        E45 Moisturiser for Dry Skin and Sensitive Skin Cream, 50g       ","Amazon Customer","







  
  
    Liked the way this cream helps me massage my hands after an operation.You only need to apply a little, so therefore good value.Little scent, if any.
  
","Reviewed in the United Kingdom on 3 August 2023","5.0 out of 5 stars"
"198","Moisturizer","        E45 Moisturiser for Dry Skin and Sensitive Skin Cream, 50g       ","Neil.","







  
  
    Used on an operation scar and it works well.
  
","Reviewed in the United Kingdom on 21 December 2023","5.0 out of 5 stars"
"199","Moisturizer","        E45 Moisturiser for Dry Skin and Sensitive Skin Cream, 50g       ","RayB","







  
  
    This cream is complimentary to my sensitive skin and it is not thick. I avoid creams that are thick or have ingredients to sensitive skin. I put this on before bed I feel my skin is hydrated. I recommend this moisturizer because it is part of my daily routine.
  
","Reviewed in the United States on 2 January 2024","5.0 out of 5 stars"
"200","Moisturizer","        E45 Moisturiser for Dry Skin and Sensitive Skin Cream, 50g       ","zomarie Gomez","







  
  
    I live in New England and once the summer changes to fall and the humidity goes, I have a tendency to develop major dry patches on my face. I've tried so many creams and lotions that I've lost count. Have a drawer full that either just didn't help or irritated my skin further.This one works really well and can quell the dryness in just a couple of uses. It also doesn't burn or sting when put on raw sensitive skin. Although the tube has much less product than the tub, it's easy to keep the tube in my purse so I have it all the time.I find that I can use this under foundation with no pilling. Pretty much keeps my face moisturizered the full work day. If I need to put more on a dry patch, I can just powder right over this cream and back in business.With all the really emollient ingredients, I figured this would be way to sticky and greasy to use on the hands - not so. I use just a little daba. It absorbs quickly and keeps my hands nice and soft.I can't say enough how great this cream is!  I always keep an inventory of this so I don't run out.
  
","Reviewed in the United States on 26 September 2015","5.0 out of 5 stars"
"201","Moisturizer","        E45 Moisturiser for Dry Skin and Sensitive Skin Cream, 50g       ","Amazon Customer","







  
  
    Good moisturiser for my hands, i have tried other brands with no success. Definitely buy this again
  
","Reviewed in the United Kingdom on 12 January 2024","4.7 out of 5 stars"
"202","Moisturizer","        E45 Moisturiser for Dry Skin and Sensitive Skin Cream, 50g       ","Amazon Customer","







  
  
    Helps so much with dry skin. Mainly used of face. Great quality
  
","Reviewed in the United Kingdom on 24 October 2023","4.5 out of 5 stars."
"203","Moisturizer","        E45 Moisturiser for Dry Skin and Sensitive Skin Cream, 50g       ","Linda Potts","







  
  
    Thick so works well.
  
","Reviewed in the United Kingdom on 19 February 2024","4.2 out of 5 stars."
"204","Moisturizer","        E45 Moisturiser for Dry Skin and Sensitive Skin Cream, 50g       ","Sandy motherofone","







  
  
    I’ve got a very red and dry face and been trying to find a good cream to help. Tried loads and nothing worked. I read reviews on this product and brought it yesterday 8th August. Arrived today 9th August. Applied it straight away and already my face feels refreshed. Don’t need to use a lot amount. Small amount looks like it will definitely go along way.
  
","Reviewed in the United Kingdom on 9 August 2023","4.7 out of 5 stars"
"205","Moisturizer","        E45 Moisturiser for Dry Skin and Sensitive Skin Cream, 50g       ","Katrina Blower","







  
  
    I had a reaction to my face using a new moisturiser.. that left me with very rough dry facial skin .. This E45 cream is like a miracle ! My face was back to normal in 3 days .. Fact !!!
  
","Reviewed in the United Kingdom on 6 January 2024","4.7 out of 5 stars"
"206","Moisturizer","        E45 Moisturiser for Dry Skin and Sensitive Skin Cream, 50g       ","Juls","







  
  
    As mentioned above + just what I ordered.
  
","Reviewed in the United Kingdom on 23 August 2023","4.7 out of 5 stars"
"207","Moisturizer","        E45 Moisturiser for Dry Skin and Sensitive Skin Cream, 50g       ","Amazon Customer","







  
  
    Liked the way this cream helps me massage my hands after an operation.You only need to apply a little, so therefore good value.Little scent, if any.
  
","Reviewed in the United Kingdom on 3 August 2023","5.0 out of 5 stars"
"208","Moisturizer","        E45 Moisturiser for Dry Skin and Sensitive Skin Cream, 50g       ","Neil.","







  
  
    Used on an operation scar and it works well.
  
","Reviewed in the United Kingdom on 21 December 2023","5.0 out of 5 stars"
"209","Moisturizer","        E45 Moisturiser for Dry Skin and Sensitive Skin Cream, 50g       ","RayB","







  
  
    This cream is complimentary to my sensitive skin and it is not thick. I avoid creams that are thick or have ingredients to sensitive skin. I put this on before bed I feel my skin is hydrated. I recommend this moisturizer because it is part of my daily routine.
  
","Reviewed in the United States on 2 January 2024","5.0 out of 5 stars"
"210","Moisturizer","        E45 Moisturiser for Dry Skin and Sensitive Skin Cream, 50g       ","zomarie Gomez","







  
  
    I live in New England and once the summer changes to fall and the humidity goes, I have a tendency to develop major dry patches on my face. I've tried so many creams and lotions that I've lost count. Have a drawer full that either just didn't help or irritated my skin further.This one works really well and can quell the dryness in just a couple of uses. It also doesn't burn or sting when put on raw sensitive skin. Although the tube has much less product than the tub, it's easy to keep the tube in my purse so I have it all the time.I find that I can use this under foundation with no pilling. Pretty much keeps my face moisturizered the full work day. If I need to put more on a dry patch, I can just powder right over this cream and back in business.With all the really emollient ingredients, I figured this would be way to sticky and greasy to use on the hands - not so. I use just a little daba. It absorbs quickly and keeps my hands nice and soft.I can't say enough how great this cream is!  I always keep an inventory of this so I don't run out.
  
","Reviewed in the United States on 26 September 2015","5.0 out of 5 stars"
"211","Moisturizer","        CeraVe Moisturising Cream for Dry to Very Dry Skin 454g with Hyaluronic Acid & 3 Essential Ceramides       ","Amazon Customer","







  
  
    After incorporating CeraVe Moisturising Cream into my daily skincare routine, I am compelled to award it a well-deserved 5-star review for its exceptional performance in tackling dry skin.The cream's effectiveness lies in its unique formula. Enriched with essential ceramides and hyaluronic acid, it not only moisturizes the skin but also helps in retaining its natural moisture. From the first application, I noticed a significant improvement in my skin's texture. It felt softer, smoother, and more hydrated without any greasy residue.What sets CeraVe apart is its long-lasting hydration. The moisturising effects last throughout the day, which is a godsend for my dry to very dry skin. It absorbs quickly, leaving my skin feeling nourished and comfortable, even in harsh weather conditions or air-conditioned environments.The product is also incredibly gentle and has a non-irritating formula. As someone with sensitive skin, I appreciate that it's fragrance-free and non-comedogenic. It soothes my skin without causing any breakouts or irritation, which is a rare find in powerful moisturizers.The packaging is practical and user-friendly. The tub is easy to open, and I can control the amount of product I use, ensuring no wastage. The size of the product offers great value for money, as a little goes a long way, making it an economical choice for regular use.Furthermore, I admire CeraVe's commitment to developing products with dermatologists. It adds an extra layer of trust, knowing that the cream is not only effective but also scientifically formulated for optimal skin health.In conclusion, CeraVe Moisturising Cream for Dry to Very Dry Skin is an outstanding product that lives up to its claims. It's a must-have for anyone struggling with dry skin, seeking a hydrating, gentle, and effective solution. This cream has truly transformed my skincare routine, providing lasting comfort and hydration. A full 5 stars for being a hydration hero for dry skin!
  
","Reviewed in the United Kingdom on 14 January 2024","4.6 out of 5 stars"
"212","Moisturizer","        CeraVe Moisturising Cream for Dry to Very Dry Skin 454g with Hyaluronic Acid & 3 Essential Ceramides       ","Amazon Customer","







  
  
    Nice cream, moisturizing, odorless, gentle on skin.
  
","Reviewed in the United Kingdom on 8 February 2024","Previous page of related Sponsored Products"
"213","Moisturizer","        CeraVe Moisturising Cream for Dry to Very Dry Skin 454g with Hyaluronic Acid & 3 Essential Ceramides       ","Ramma","







  
  
    I love this cream. I used the Cerave lotion for years but due to using Tretinoin my skin was in much need of some serious TLC. This is so much better than the lotion for dry skin - I use it in the morning and at night as I found it doesn't make my skin greasy or oily (I have combination skin with an oily T zone).I layer this over my morning serums or over Tretinoin at night after letting it soak in for 30mins or so. It has no scent, it didn't make me break out and my skin isn't dry anymore despite the cold and windy weather. I love it!
  
","Reviewed in the United Kingdom on 22 January 2024","Next page of related Sponsored Products"
"214","Moisturizer","        CeraVe Moisturising Cream for Dry to Very Dry Skin 454g with Hyaluronic Acid & 3 Essential Ceramides       ","Emerald","







  
  
    It's an amazing product that's suitable for all ages and has saved my skin in this dry weather.
  
","Reviewed in the United Kingdom on 29 January 2024","Previous page"
"215","Moisturizer","        CeraVe Moisturising Cream for Dry to Very Dry Skin 454g with Hyaluronic Acid & 3 Essential Ceramides       ","Inês de Matos","







  
  
    It is light. I absorbs quickly.It hydrates my skin and leaves it soft without being greasy.This big tub is good value for money.Very happy with my purchase.
  
","Reviewed in the United Kingdom on 3 February 2024","Next page"
"216","Moisturizer","        CeraVe Moisturising Cream for Dry to Very Dry Skin 454g with Hyaluronic Acid & 3 Essential Ceramides       ","Emily","







  
  
    This is the best moisturiser I have found and works better than other leading brands such as E45 and Nivea. It is also usually slightly cheaper on Amazon compared to other high street stores
  
","Reviewed in the United Kingdom on 18 February 2024","Previous page"
"217","Moisturizer","        CeraVe Moisturising Cream for Dry to Very Dry Skin 454g with Hyaluronic Acid & 3 Essential Ceramides       ","Van","







  
  
    I have very dry sensetive skin and this is the only face cream that works. Been using it for several years. Hydration lasts all day.I did notice it is way cheaper to buy it on Amazon than in store (like Boots or similar if you're in the UK).The consistency is thicker than lotion but not heavy or greasy at all. However, when applying on the skin, rather than being fully absorbed it almost sets on top of the skin in a thin layer, almost like Vaseline. If you were to drag your fingernail across your face, you'd scrape some product off - and I wouldn't say it's because I apply too much. This consistency works for me as the layer almost acts as a protective barrier for my dry skin, but I know many people who don't enjoy it, so beware.it works well under my NYX full coverage foundation that's meant to stick and set on the face, but not so much with more light/dewy make up, starts to peel a bit. The thick consistency of the cream almost evens out the skin texture buy filling in any indents or pores of the face.
  
","Reviewed in the United Kingdom on 8 February 2024","Next page"
"218","Moisturizer","        CeraVe Moisturising Cream for Dry to Very Dry Skin 454g with Hyaluronic Acid & 3 Essential Ceramides       ","Van","







  
  
    I have never used this brand before so trusted the other reviews.I used to use Nivea but needed something more intensive for my maturing skin (age 45)I've been using it a week and the difference in my skin has improved alot.Feels smoother & more plump/supple.Great size pot for the cost compared to the 50ml jars I was purchasingFast deliveryThanks
  
","Reviewed in the United Kingdom on 17 January 2024","4.6 out of 5 stars"
"219","Moisturizer","        CeraVe Moisturising Cream for Dry to Very Dry Skin 454g with Hyaluronic Acid & 3 Essential Ceramides       ","Brian Stebbings","







  
  
    First of all, this is a huge tub of moisturizer that will last a very long time. Although it probably won't eliminate any wrinkles, it does hydrate and prevent dry skin from the effects of winter heating. I am 77 years old and have had a problem with my legs getting flaky after bathing in the winter. I have been using this cream and have not had any flaking in my legs. In fact, my legs feel silky and smooth even at my age. I don't expect this cream to eliminate loose or sagging skin at my age. It's just good to help and protect the skin that I have.This cream has little to no odor. I use it on most of my legs, arms, stomach, etc. after a bath and it absorbs into my skin instantly. There is absolutely no greasy or oily feeling. As yet, I haven't used this cream on my face as I have others that I use. As a body cream, I prefer this one over others I have used in the past.I hope this review was helpful for you.
  
","Reviewed in the United States on 17 February 2024","4.6 out of 5 stars"
"220","Moisturizer","        CeraVe Moisturising Cream for Dry to Very Dry Skin 454g with Hyaluronic Acid & 3 Essential Ceramides       ","L","







  
    Es un buen producto, muy hidratante para mi piel que es muy muy reseca. Da una sensación de suavidad y deja un aspecto saludable a la piel.
  
  
","Reviewed in Mexico on 9 February 2024","4.5 out of 5 stars"
"221","Moisturizer","        CeraVe Moisturising Cream for Dry to Very Dry Skin 454g with Hyaluronic Acid & 3 Essential Ceramides       ","Amazon Customer","







  
  
    After incorporating CeraVe Moisturising Cream into my daily skincare routine, I am compelled to award it a well-deserved 5-star review for its exceptional performance in tackling dry skin.The cream's effectiveness lies in its unique formula. Enriched with essential ceramides and hyaluronic acid, it not only moisturizes the skin but also helps in retaining its natural moisture. From the first application, I noticed a significant improvement in my skin's texture. It felt softer, smoother, and more hydrated without any greasy residue.What sets CeraVe apart is its long-lasting hydration. The moisturising effects last throughout the day, which is a godsend for my dry to very dry skin. It absorbs quickly, leaving my skin feeling nourished and comfortable, even in harsh weather conditions or air-conditioned environments.The product is also incredibly gentle and has a non-irritating formula. As someone with sensitive skin, I appreciate that it's fragrance-free and non-comedogenic. It soothes my skin without causing any breakouts or irritation, which is a rare find in powerful moisturizers.The packaging is practical and user-friendly. The tub is easy to open, and I can control the amount of product I use, ensuring no wastage. The size of the product offers great value for money, as a little goes a long way, making it an economical choice for regular use.Furthermore, I admire CeraVe's commitment to developing products with dermatologists. It adds an extra layer of trust, knowing that the cream is not only effective but also scientifically formulated for optimal skin health.In conclusion, CeraVe Moisturising Cream for Dry to Very Dry Skin is an outstanding product that lives up to its claims. It's a must-have for anyone struggling with dry skin, seeking a hydrating, gentle, and effective solution. This cream has truly transformed my skincare routine, providing lasting comfort and hydration. A full 5 stars for being a hydration hero for dry skin!
  
","Reviewed in the United Kingdom on 14 January 2024","4.6 out of 5 stars"
"222","Moisturizer","        CeraVe Moisturising Cream for Dry to Very Dry Skin 454g with Hyaluronic Acid & 3 Essential Ceramides       ","Amazon Customer","







  
  
    Nice cream, moisturizing, odorless, gentle on skin.
  
","Reviewed in the United Kingdom on 8 February 2024","Previous page of related Sponsored Products"
